,StatisticCrimeGroup,StatisticCrimeType,Quarter,Religious level,TikimSum
362,עבירות בטחון,עבירות אחרות כלפי בטחון,2019-Q2,חרדים,10
363,עבירות בטחון,עבירות אחרות כלפי בטחון,2019-Q2,מסורתיים,40
364,עבירות בטחון,עבירות אחרות כלפי בטחון,2019-Q3,דתיים,188
365,עבירות בטחון,עבירות אחרות כלפי בטחון,2019-Q3,חילונים,37
366,עבירות בטחון,עבירות אחרות כלפי בטחון,2019-Q3,חרדים,5
367,עבירות בטחון,עבירות אחרות כלפי בטחון,2019-Q3,מסורתיים,55
368,עבירות בטחון,עבירות אחרות כלפי בטחון,2019-Q4,דתיים,134
369,עבירות בטחון,עבירות אחרות כלפי בטחון,2019-Q4,חילונים,42
370,עבירות בטחון,עבירות אחרות כלפי בטחון,2019-Q4,חרדים,5
371,עבירות בטחון,עבירות אחרות כלפי בטחון,2019-Q4,מסורתיים,28
372,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q1,דתיים,152
373,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q1,חילונים,50
374,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q1,חרדים,5
375,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q1,מסורתיים,36
376,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q2,דתיים,95
377,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q2,חילונים,22
378,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q2,חרדים,1
379,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q2,מסורתיים,36
380,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q3,דתיים,101
381,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q3,חילונים,25
382,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q3,חרדים,4
383,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q3,מסורתיים,76
384,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q4,דתיים,209
385,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q4,חילונים,28
386,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q4,חרדים,8
387,עבירות בטחון,עבירות אחרות כלפי בטחון,2020-Q4,מסורתיים,34
388,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q1,דתיים,141
389,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q1,חילונים,43
390,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q1,חרדים,10
391,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q1,מסורתיים,45
392,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q2,דתיים,190
393,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q2,חילונים,42
394,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q2,חרדים,14
395,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q2,מסורתיים,63
396,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q3,דתיים,187
397,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q3,חילונים,32
398,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q3,חרדים,10
399,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q3,מסורתיים,49
400,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q4,דתיים,163
401,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q4,חילונים,31
402,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q4,חרדים,7
403,עבירות בטחון,עבירות אחרות כלפי בטחון,2021-Q4,מסורתיים,51
404,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q1,דתיים,176
405,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q1,חילונים,29
406,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q1,חרדים,10
407,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q1,מסורתיים,65
408,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q2,דתיים,246
409,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q2,חילונים,43
410,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q2,חרדים,6
411,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q2,מסורתיים,59
412,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q3,דתיים,122
413,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q3,חילונים,43
414,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q3,חרדים,6
415,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q3,מסורתיים,13
416,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q4,דתיים,113
417,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q4,חילונים,29
418,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q4,חרדים,4
419,עבירות בטחון,עבירות אחרות כלפי בטחון,2022-Q4,מסורתיים,79
420,עבירות בטחון,עבירות אחרות כלפי בטחון,2023-Q1,דתיים,187
421,עבירות בטחון,עבירות אחרות כלפי בטחון,2023-Q1,חילונים,78
422,עבירות בטחון,עבירות אחרות כלפי בטחון,2023-Q1,חרדים,14
423,עבירות בטחון,עבירות אחרות כלפי בטחון,2023-Q1,מסורתיים,93
424,עבירות בטחון,עבירות בטחון,2019-Q3,חילונים,1
425,עבירות בטחון,עבירות בטחון,2019-Q4,חילונים,1
426,עבירות בטחון,עבירות בטחון,2020-Q1,חילונים,1
427,עבירות בטחון,עבירות בטחון,2020-Q1,מסורתיים,1
428,עבירות בטחון,עבירות בטחון,2023-Q1,מסורתיים,1
429,עבירות בטחון,עבירות על חוקי חרום,2018-Q1,דתיים,9
430,עבירות בטחון,עבירות על חוקי חרום,2018-Q1,חילונים,7
431,עבירות בטחון,עבירות על חוקי חרום,2018-Q1,מסורתיים,6
432,עבירות בטחון,עבירות על חוקי חרום,2018-Q2,דתיים,5
433,עבירות בטחון,עבירות על חוקי חרום,2018-Q2,חילונים,2
434,עבירות בטחון,עבירות על חוקי חרום,2018-Q2,מסורתיים,6
435,עבירות בטחון,עבירות על חוקי חרום,2018-Q3,דתיים,6
436,עבירות בטחון,עבירות על חוקי חרום,2018-Q3,חילונים,3
437,עבירות בטחון,עבירות על חוקי חרום,2018-Q3,מסורתיים,2
438,עבירות בטחון,עבירות על חוקי חרום,2018-Q4,דתיים,3
439,עבירות בטחון,עבירות על חוקי חרום,2018-Q4,חילונים,6
440,עבירות בטחון,עבירות על חוקי חרום,2018-Q4,חרדים,2
441,עבירות בטחון,עבירות על חוקי חרום,2018-Q4,מסורתיים,1
442,עבירות בטחון,עבירות על חוקי חרום,2019-Q1,דתיים,4
443,עבירות בטחון,עבירות על חוקי חרום,2019-Q1,חילונים,3
444,עבירות בטחון,עבירות על חוקי חרום,2019-Q1,חרדים,2
445,עבירות בטחון,עבירות על חוקי חרום,2019-Q1,מסורתיים,1
446,עבירות בטחון,עבירות על חוקי חרום,2019-Q2,דתיים,3
447,עבירות בטחון,עבירות על חוקי חרום,2019-Q2,חילונים,10
448,עבירות בטחון,עבירות על חוקי חרום,2019-Q2,חרדים,2
449,עבירות בטחון,עבירות על חוקי חרום,2019-Q2,מסורתיים,1
450,עבירות בטחון,עבירות על חוקי חרום,2019-Q3,דתיים,3
451,עבירות בטחון,עבירות על חוקי חרום,2019-Q3,חילונים,3
452,עבירות בטחון,עבירות על חוקי חרום,2019-Q3,חרדים,3
453,עבירות בטחון,עבירות על חוקי חרום,2019-Q4,דתיים,6
454,עבירות בטחון,עבירות על חוקי חרום,2019-Q4,חילונים,5
455,עבירות בטחון,עבירות על חוקי חרום,2020-Q1,דתיים,4
456,עבירות בטחון,עבירות על חוקי חרום,2020-Q1,חילונים,7
457,עבירות בטחון,עבירות על חוקי חרום,2020-Q1,חרדים,3
458,עבירות בטחון,עבירות על חוקי חרום,2020-Q2,דתיים,3
459,עבירות בטחון,עבירות על חוקי חרום,2020-Q2,חילונים,3
460,עבירות בטחון,עבירות על חוקי חרום,2020-Q2,חרדים,1
461,עבירות בטחון,עבירות על חוקי חרום,2020-Q3,דתיים,4
462,עבירות בטחון,עבירות על חוקי חרום,2020-Q3,חילונים,4
463,עבירות בטחון,עבירות על חוקי חרום,2020-Q3,חרדים,1
464,עבירות בטחון,עבירות על חוקי חרום,2020-Q3,מסורתיים,1
465,עבירות בטחון,עבירות על חוקי חרום,2020-Q4,דתיים,1
466,עבירות בטחון,עבירות על חוקי חרום,2020-Q4,חילונים,3
467,עבירות בטחון,עבירות על חוקי חרום,2020-Q4,חרדים,1
468,עבירות בטחון,עבירות על חוקי חרום,2020-Q4,מסורתיים,1
469,עבירות בטחון,עבירות על חוקי חרום,2021-Q1,דתיים,1
470,עבירות בטחון,עבירות על חוקי חרום,2021-Q1,חילונים,6
471,עבירות בטחון,עבירות על חוקי חרום,2021-Q1,חרדים,2
472,עבירות בטחון,עבירות על חוקי חרום,2021-Q2,חילונים,14
473,עבירות בטחון,עבירות על חוקי חרום,2021-Q2,מסורתיים,23
474,עבירות בטחון,עבירות על חוקי חרום,2021-Q3,דתיים,1
475,עבירות בטחון,עבירות על חוקי חרום,2021-Q3,חילונים,4
476,עבירות בטחון,עבירות על חוקי חרום,2021-Q3,חרדים,3
477,עבירות בטחון,עבירות על חוקי חרום,2021-Q3,מסורתיים,1
478,עבירות בטחון,עבירות על חוקי חרום,2021-Q4,דתיים,2
479,עבירות בטחון,עבירות על חוקי חרום,2021-Q4,חילונים,3
480,עבירות בטחון,עבירות על חוקי חרום,2021-Q4,חרדים,1
481,עבירות בטחון,עבירות על חוקי חרום,2022-Q1,דתיים,3
482,עבירות בטחון,עבירות על חוקי חרום,2022-Q1,חילונים,4
483,עבירות בטחון,עבירות על חוקי חרום,2022-Q2,דתיים,6
484,עבירות בטחון,עבירות על חוקי חרום,2022-Q2,חילונים,3
485,עבירות בטחון,עבירות על חוקי חרום,2022-Q3,דתיים,5
486,עבירות בטחון,עבירות על חוקי חרום,2022-Q3,חילונים,2
487,עבירות בטחון,עבירות על חוקי חרום,2022-Q4,דתיים,2
488,עבירות בטחון,עבירות על חוקי חרום,2022-Q4,חילונים,6
489,עבירות בטחון,עבירות על חוקי חרום,2022-Q4,חרדים,1
490,עבירות בטחון,עבירות על חוקי חרום,2023-Q1,דתיים,2
491,עבירות בטחון,עבירות על חוקי חרום,2023-Q1,חילונים,13
492,עבירות בטחון,עבירות על חוקי חרום,2023-Q1,חרדים,2
493,עבירות בטחון,עבירות על חוקי חרום,2023-Q1,מסורתיים,5
494,עבירות כלכליות,עבירות כלכליות,2018-Q1,דתיים,1
495,עבירות כלכליות,עבירות כלכליות,2018-Q2,דתיים,1
496,עבירות כלכליות,עבירות כלכליות,2018-Q3,דתיים,1
497,עבירות כלכליות,עבירות כלכליות,2018-Q4,דתיים,2
498,עבירות כלכליות,עבירות כלכליות,2018-Q4,חילונים,2
499,עבירות כלכליות,עבירות כלכליות,2019-Q1,דתיים,1
500,עבירות כלכליות,עבירות כלכליות,2019-Q2,דתיים,1
501,עבירות כלכליות,עבירות כלכליות,2019-Q2,חרדים,2
502,עבירות כלכליות,עבירות כלכליות,2019-Q3,דתיים,1
503,עבירות כלכליות,עבירות כלכליות,2019-Q3,חרדים,1
504,עבירות כלכליות,עבירות כלכליות,2019-Q3,מסורתיים,2
505,עבירות כלכליות,עבירות כלכליות,2019-Q4,חילונים,1
506,עבירות כלכליות,עבירות כלכליות,2020-Q1,חילונים,1
507,עבירות כלכליות,עבירות כלכליות,2020-Q1,מסורתיים,4
508,עבירות כלכליות,עבירות כלכליות,2020-Q2,חילונים,3
509,עבירות כלכליות,עבירות כלכליות,2020-Q2,מסורתיים,3
510,עבירות כלכליות,עבירות כלכליות,2020-Q3,חילונים,2
511,עבירות כלכליות,עבירות כלכליות,2020-Q3,חרדים,1
512,עבירות כלכליות,עבירות כלכליות,2020-Q3,מסורתיים,1
513,עבירות כלכליות,עבירות כלכליות,2020-Q4,חילונים,5
514,עבירות כלכליות,עבירות כלכליות,2021-Q1,חילונים,5
515,עבירות כלכליות,עבירות כלכליות,2021-Q1,מסורתיים,3
516,עבירות כלכליות,עבירות כלכליות,2021-Q2,דתיים,3
517,עבירות כלכליות,עבירות כלכליות,2021-Q2,חילונים,3
518,עבירות כלכליות,עבירות כלכליות,2021-Q2,מסורתיים,1
519,עבירות כלכליות,עבירות כלכליות,2021-Q3,דתיים,1
520,עבירות כלכליות,עבירות כלכליות,2021-Q3,חילונים,3
521,עבירות כלכליות,עבירות כלכליות,2021-Q3,מסורתיים,1
522,עבירות כלכליות,עבירות כלכליות,2021-Q4,חילונים,3
523,עבירות כלכליות,עבירות כלכליות,2021-Q4,מסורתיים,2
524,עבירות כלכליות,עבירות כלכליות,2022-Q1,חילונים,4
525,עבירות כלכליות,עבירות כלכליות,2022-Q1,חרדים,1
526,עבירות כלכליות,עבירות כלכליות,2022-Q1,מסורתיים,1
527,עבירות כלכליות,עבירות כלכליות,2022-Q2,חילונים,3
528,עבירות כלכליות,עבירות כלכליות,2022-Q2,מסורתיים,1
529,עבירות כלכליות,עבירות כלכליות,2022-Q3,דתיים,1
530,עבירות כלכליות,עבירות כלכליות,2022-Q3,חילונים,3
531,עבירות כלכליות,עבירות כלכליות,2022-Q3,חרדים,4
532,עבירות כלכליות,עבירות כלכליות,2022-Q3,מסורתיים,1
533,עבירות כלכליות,עבירות כלכליות,2022-Q4,חילונים,4
534,עבירות כלכליות,עבירות כלכליות,2022-Q4,חרדים,3
535,עבירות כלכליות,עבירות כלכליות,2023-Q1,חילונים,2
536,עבירות כלכליות,עבירות כלכליות,2023-Q1,מסורתיים,1
537,עבירות כלכליות,עבירות על פקוח כלכלי,2018-Q1,דתיים,12
