StatisticCrimeGroup,Cluster,Quarter,TikimSum,norm
עבירות נגד גוף,2.0,2019-Q1,1565,328.5808403322459
עבירות נגד גוף,2.0,2019-Q2,1818,381.6996598875547
עבירות נגד גוף,2.0,2019-Q3,1856,389.67798061127695
עבירות נגד גוף,2.0,2019-Q4,1501,315.1436685870295
עבירות נגד גוף,2.0,2020-Q1,1407,295.4078225862428
עבירות נגד גוף,2.0,2020-Q2,1578,331.310265842993
עבירות נגד גוף,2.0,2020-Q3,1605,336.9790726730062
עבירות נגד גוף,2.0,2020-Q4,1559,327.3211054811319
עבירות נגד גוף,2.0,2021-Q1,1441,302.54632007588907
עבירות נגד גוף,2.0,2021-Q2,1914,401.85541750537936
עבירות נגד גוף,2.0,2021-Q3,1757,368.89235556789527
עבירות נגד גוף,2.0,2021-Q4,1683,353.3556257374887
עבירות נגד גוף,2.0,2022-Q1,1593,334.4596029707781
עבירות נגד גוף,2.0,2022-Q2,1885,395.76669905832813
עבירות נגד גוף,2.0,2022-Q3,1738,364.9031952060341
עבירות נגד גוף,2.0,2022-Q4,1662,348.9465537585896
עבירות נגד גוף,2.0,2023-Q1,1612,338.44876333263926
עבירות נגד גוף,3.0,2018-Q1,297,24.148157145831888
עבירות נגד גוף,3.0,2018-Q2,308,25.042533336418256
עבירות נגד גוף,3.0,2018-Q3,310,25.205147189252138
עבירות נגד גוף,3.0,2018-Q4,296,24.066850219414945
עבירות נגד גוף,3.0,2019-Q1,219,17.80621688531038
עבירות נגד גוף,3.0,2019-Q2,275,22.359404764659157
עבירות נגד גוף,3.0,2019-Q3,348,28.29481039309595
עבירות נגד גוף,3.0,2019-Q4,272,22.11548398540833
עבירות נגד גוף,3.0,2020-Q1,276,22.4407116910761
עבירות נגד גוף,3.0,2020-Q2,305,24.798612557167427
עבירות נגד גוף,3.0,2020-Q3,366,29.758335068600914
עבירות נגד גוף,3.0,2020-Q4,359,29.189186583682318
עבירות נגד גוף,3.0,2021-Q1,291,23.660315587330235
עבירות נגד גוף,3.0,2021-Q2,336,27.31912727609264
עבירות נגד גוף,3.0,2021-Q3,323,26.26213723267239
עבירות נגד גוף,3.0,2021-Q4,302,24.5546917779166
עבירות נגד גוף,3.0,2022-Q1,300,24.392077925082717
עבירות נגד גוף,3.0,2022-Q2,339,27.56304805534347
עבירות נגד גוף,3.0,2022-Q3,262,21.302414721238904
עבירות נגד גוף,3.0,2022-Q4,304,24.717305630750484
עבירות נגד גוף,3.0,2023-Q1,268,21.79025627974056
עבירות נגד גוף,4.0,2018-Q1,448,16.938679499934445
עבירות נגד גוף,4.0,2018-Q2,448,16.938679499934445
עבירות נגד גוף,4.0,2018-Q3,460,17.392394129396976
עבירות נגד גוף,4.0,2018-Q4,405,15.312868744360381
עבירות נגד גוף,4.0,2019-Q1,395,14.934773219808273
עבירות נגד גוף,4.0,2019-Q2,466,17.619251444128242
עבירות נגד גוף,4.0,2019-Q3,462,17.468013234307396
עבירות נגד גוף,4.0,2019-Q4,411,15.539726059091645
עבירות נגד גוף,4.0,2020-Q1,383,14.481058590345743
עבירות נגד גוף,4.0,2020-Q2,422,15.955631136098965
עבירות נגד גוף,4.0,2020-Q3,448,16.938679499934445
עבירות נגד גוף,4.0,2020-Q4,397,15.010392324718694
עבירות נגד גוף,4.0,2021-Q1,365,13.800486646151947
עבירות נגד גוף,4.0,2021-Q2,594,22.458874158395226
עבירות נגד גוף,4.0,2021-Q3,481,18.1863947309564
עבירות נגד גוף,4.0,2021-Q4,451,17.05210815730008
עבירות נגד גוף,4.0,2022-Q1,453,17.1277272622105
עבירות נגד גוף,4.0,2022-Q2,547,20.681825193000318
עבירות נגד גוף,4.0,2022-Q3,510,19.282871752157515
עבירות נגד גוף,4.0,2022-Q4,491,18.56449025550851
עבירות נגד גוף,4.0,2023-Q1,525,19.850015038985678
עבירות נגד גוף,5.0,2018-Q1,2186,364.30523485239945
עבירות נגד גוף,5.0,2018-Q2,2329,388.1367300874832
עבירות נגד גוף,5.0,2018-Q3,2359,393.1363444724658
עבירות נגד גוף,5.0,2018-Q4,2135,355.805890397929
עבירות נגד גוף,5.0,2019-Q1,2144,357.3057747134238
עבירות נגד גוף,5.0,2019-Q2,2549,424.800568910689
עבירות נגד גוף,5.0,2019-Q3,2667,444.4657188249539
עבירות נגד גוף,5.0,2019-Q4,2325,387.47011483615216
עבירות נגד גוף,5.0,2020-Q1,2430,404.9687651835913
עבירות נגד גוף,5.0,2020-Q2,2629,438.1328739373093
עבירות נגד גוף,5.0,2020-Q3,2660,443.29914213512467
עבירות נגד גוף,5.0,2020-Q4,2497,416.1345706433858
עבירות נגד גוף,5.0,2021-Q1,2491,415.13464776638926
עבירות נגד גוף,5.0,2021-Q2,2793,465.4640992418809
עבירות נגד גוף,5.0,2021-Q3,2563,427.1337222903476
עבירות נגד גוף,5.0,2021-Q4,2625,437.4662586859783
עבירות נגד גוף,5.0,2022-Q1,2293,382.1371928255041
עבירות נגד גוף,5.0,2022-Q2,2587,431.13341379833366
עבירות נגד גוף,5.0,2022-Q3,2775,462.4643306108913
עבירות נגד גוף,5.0,2022-Q4,2917,486.1291720331423
עבירות נגד גוף,5.0,2023-Q1,2623,437.1329510603128
עבירות נגד גוף,6.0,2018-Q1,1011,74.00001542460069
עבירות נגד גוף,6.0,2018-Q2,1074,78.61129235016928
עבירות נגד גוף,6.0,2018-Q3,1031,75.46391286128913
עבירות נגד גוף,6.0,2018-Q4,1019,74.58557439927607
עבירות נגד גוף,6.0,2019-Q1,978,71.58458465406477
עבירות נגד גוף,6.0,2019-Q2,1133,82.92978978840019
עבירות נגד גוף,6.0,2019-Q3,1047,76.63503081063989
עבירות נגד גוף,6.0,2019-Q4,998,73.04848209075321
עבירות נגד גוף,6.0,2020-Q1,943,69.02276413986
עבירות נגד גוף,6.0,2020-Q2,994,72.75570260341553
עבירות נגד גוף,6.0,2020-Q3,1091,79.85560517135445
עבירות נגד גוף,6.0,2020-Q4,995,72.82889747524995
עבירות נגד גוף,6.0,2021-Q1,859,62.87439490576855
עבירות נגד גוף,6.0,2021-Q2,1050,76.85461542614316
עבירות נגד גוף,6.0,2021-Q3,1079,78.9772667093414
עבירות נגד גוף,6.0,2021-Q4,1063,77.80614875999065
עבירות נגד גוף,6.0,2022-Q1,958,70.12068721737633
עבירות נגד גוף,6.0,2022-Q2,1065,77.95253850365948
עבירות נגד גוף,6.0,2022-Q3,988,72.31653337240898
עבירות נגד גוף,6.0,2022-Q4,923,67.55886670317156
עבירות נגד גוף,6.0,2023-Q1,1004,73.48765132175974
עבירות נגד גוף,7.0,2018-Q1,2167,421.9530140955143
עבירות נגד גוף,7.0,2018-Q2,2221,432.46776386992946
עבירות נגד גוף,7.0,2018-Q3,1935,376.77853358321187
עבירות נגד גוף,7.0,2018-Q4,1990,387.4880009460422
עבירות נגד גוף,7.0,2019-Q1,1865,363.1483023941551
עבירות נגד גוף,7.0,2019-Q2,2009,391.187635125929
עבירות נגד גוף,7.0,2019-Q3,1994,388.26687129970253
עבירות נגד גוף,7.0,2019-Q4,1845,359.2539506258532
עבירות נגד גוף,7.0,2020-Q1,1859,361.9799968636645
עבירות נגד גוף,7.0,2020-Q2,2028,394.88726930581583
עבירות נגד גוף,7.0,2020-Q3,2031,395.4714220710611
עבירות נגד גוף,7.0,2020-Q4,2066,402.2865376655895
עבירות נגד גוף,7.0,2021-Q1,1847,359.6433858026834
עבירות נגד גוף,7.0,2021-Q2,2278,443.56666640958997
עבירות נגד גוף,7.0,2021-Q3,2109,410.65939396743863
עבירות נגד גוף,7.0,2021-Q4,2091,407.1544773759669
עבירות נגד גוף,7.0,2022-Q1,1933,376.38909840638166
עבירות נגד גוף,7.0,2022-Q2,2160,420.5899909766086
עבירות נגד גוף,7.0,2022-Q3,2163,421.17414374185387
עבירות נגד גוף,7.0,2022-Q4,2024,394.1083989521554
עבירות נגד גוף,7.0,2023-Q1,1974,384.3725195314006
עבירות נגד גוף,8.0,2018-Q1,1592,230.1814704271843
עבירות נגד גוף,8.0,2018-Q2,1609,232.63943839028866
עבירות נגד גוף,8.0,2018-Q3,1517,219.33749411937097
עבירות נגד גוף,8.0,2018-Q4,1592,230.1814704271843
עבירות נגד גוף,8.0,2019-Q1,1523,220.20501222399605
עבירות נגד גוף,8.0,2019-Q2,1595,230.61522947949686
עבירות נגד גוף,8.0,2019-Q3,1620,234.22988824876796
עבירות נגד גוף,8.0,2019-Q4,1463,211.5298311777454
עבירות נגד גוף,8.0,2020-Q1,1381,199.67375041453613
עבירות נגד גוף,8.0,2020-Q2,1397,201.98713202686966
עבירות נגד גוף,8.0,2020-Q3,1464,211.67441752851622
עבירות נגד גוף,8.0,2020-Q4,1414,204.445099989974
עבירות נגד גוף,8.0,2021-Q1,1248,180.44376576201384
עבירות נגד גוף,8.0,2021-Q2,1626,235.097406353393
עבירות נגד גוף,8.0,2021-Q3,1514,218.90373506705845
עבירות נגד גוף,8.0,2021-Q4,1492,215.72283535009987
עבירות נגד גוף,8.0,2022-Q1,1386,200.39668216839036
עבירות נגד גוף,8.0,2022-Q2,1392,201.26420027301543
עבירות נגד גוף,8.0,2022-Q3,1417,204.87885904228654
עבירות נגד גוף,8.0,2022-Q4,1402,202.71006378072389
עבירות נגד גוף,8.0,2023-Q1,1427,206.324722549995
עבירות נגד גוף,9.0,2018-Q1,227,10.362930571301503
עבירות נגד גוף,9.0,2018-Q2,236,10.773795660031519
עבירות נגד גוף,9.0,2018-Q3,231,10.545537277403731
עבירות נגד גוף,9.0,2018-Q4,246,11.23031242528709
עבירות נגד גוף,9.0,2019-Q1,235,10.72814398350596
עבירות נגד גוף,9.0,2019-Q2,240,10.956402366133748
עבירות נגד גוף,9.0,2019-Q3,226,10.317278894775946
עבירות נגד גוף,9.0,2019-Q4,232,10.591188953929288
עבירות נגד גוף,9.0,2020-Q1,217,9.90641380604593
עבירות נגד גוף,9.0,2020-Q2,239,10.91075068960819
עבירות נגד גוף,9.0,2020-Q3,244,11.139009072235977
עבירות נגד גוף,9.0,2020-Q4,184,8.399908480702539
עבירות נגד גוף,9.0,2021-Q1,154,7.030358184935821
עבירות נגד גוף,9.0,2021-Q2,217,9.90641380604593
עבירות נגד גוף,9.0,2021-Q3,185,8.445560157228098
עבירות נגד גוף,9.0,2021-Q4,219,9.997717159097045
עבירות נגד גוף,9.0,2022-Q1,221,10.089020512148158
עבירות נגד גוף,9.0,2022-Q2,195,8.902076922483669
עבירות נגד גוף,9.0,2022-Q3,182,8.308605127651425
עבירות נגד גוף,9.0,2022-Q4,191,8.71947021638144
עבירות נגד גוף,9.0,2023-Q1,224,10.22597554172483
עבירות נגד גוף,10.0,2018-Q1,11,0.035517713868515564
עבירות נגד גוף,10.0,2018-Q2,14,0.04520436310538344
עבירות נגד גוף,10.0,2018-Q3,7,0.02260218155269172
עבירות נגד גוף,10.0,2018-Q4,17,0.05489101234225133
עבירות נגד גוף,10.0,2019-Q1,16,0.051662129263295366
עבירות נגד גוף,10.0,2019-Q2,11,0.035517713868515564
עבירות נגד גוף,10.0,2019-Q3,19,0.061348778500163244
עבירות נגד גוף,10.0,2019-Q4,12,0.038746596947471526
עבירות נגד גוף,10.0,2020-Q1,13,0.04197548002642749
עבירות נגד גוף,10.0,2020-Q2,15,0.048433246184339404
עבירות נגד גוף,10.0,2020-Q3,18,0.05811989542120729
עבירות נגד גוף,10.0,2020-Q4,16,0.051662129263295366
עבירות נגד גוף,10.0,2021-Q1,8,0.025831064631647683
עבירות נגד גוף,10.0,2021-Q2,17,0.05489101234225133
עבירות נגד גוף,10.0,2021-Q3,9,0.029059947710603645
עבירות נגד גוף,10.0,2021-Q4,13,0.04197548002642749
עבירות נגד גוף,10.0,2022-Q1,17,0.05489101234225133
עבירות נגד גוף,10.0,2022-Q2,11,0.035517713868515564
עבירות נגד גוף,10.0,2022-Q3,15,0.048433246184339404
עבירות נגד גוף,10.0,2022-Q4,12,0.038746596947471526
עבירות נגד גוף,10.0,2023-Q1,17,0.05489101234225133
עבירות סדר ציבורי,1.0,2018-Q1,696,29.854592289242113
עבירות סדר ציבורי,1.0,2018-Q2,546,23.420412916560625
עבירות סדר ציבורי,1.0,2018-Q3,678,29.082490764520337
עבירות סדר ציבורי,1.0,2018-Q4,642,27.538287715076777
עבירות סדר ציבורי,1.0,2019-Q1,392,16.814655427274293
עבירות סדר ציבורי,1.0,2019-Q2,390,16.728866368971875
עבירות סדר ציבורי,1.0,2019-Q3,383,16.428604664913404
עבירות סדר ציבורי,1.0,2019-Q4,372,15.956764844250095
עבירות סדר ציבורי,1.0,2020-Q1,431,18.487542064171482
עבירות סדר ציבורי,1.0,2020-Q2,500,21.44726457560497
עבירות סדר ציבורי,1.0,2020-Q3,417,17.887018656054543
עבירות סדר ציבורי,1.0,2020-Q4,444,19.04517094313721
עבירות סדר ציבורי,1.0,2021-Q1,509,21.833315337965857
עבירות סדר ציבורי,1.0,2021-Q2,448,19.21674905974205
עבירות סדר ציבורי,1.0,2021-Q3,429,18.40175300586906
עבירות סדר ציבורי,1.0,2021-Q4,474,20.33200681767351
עבירות סדר ציבורי,1.0,2022-Q1,432,18.53043659332269
עבירות סדר ציבורי,1.0,2022-Q2,513,22.004893454570695
עבירות סדר ציבורי,1.0,2022-Q3,467,20.031745113615038
עבירות סדר ציבורי,1.0,2022-Q4,486,20.846741167488027
עבירות סדר ציבורי,1.0,2023-Q1,666,28.567756414705816
עבירות סדר ציבורי,2.0,2018-Q1,3881,814.8384928622661
עבירות סדר ציבורי,2.0,2018-Q2,3943,827.8557529904444
עבירות סדר ציבורי,2.0,2018-Q3,4163,874.046030864626
עבירות סדר ציבורי,2.0,2018-Q4,4157,872.786296013512
עבירות סדר ציבורי,2.0,2019-Q1,4158,872.996251822031
עבירות סדר ציבורי,2.0,2019-Q2,4334,909.9484741213762
עבירות סדר ציבורי,2.0,2019-Q3,4465,937.4526850373661
עבירות סדר ציבורי,2.0,2019-Q4,3701,777.0464473288448
עבירות סדר ציבורי,2.0,2020-Q1,3788,795.3126026699985
עבירות סדר ציבורי,2.0,2020-Q2,4111,863.1283288216376
עבירות סדר ציבורי,2.0,2020-Q3,4386,920.8661761643646
עבירות סדר ציבורי,2.0,2020-Q4,4653,976.9243770389394
עבירות סדר ציבורי,2.0,2021-Q1,4330,909.1086508873002
עבירות סדר ציבורי,2.0,2021-Q2,5079,1066.3655514680363
עבירות סדר ציבורי,2.0,2021-Q3,4225,887.0632909928045
עבירות סדר ציבורי,2.0,2021-Q4,4307,904.279667291363
עבירות סדר ציבורי,2.0,2022-Q1,3784,794.4727794359223
עבירות סדר ציבורי,2.0,2022-Q2,4443,932.8336572499479
עבירות סדר ציבורי,2.0,2022-Q3,3683,773.2672427755027
עבירות סדר ציבורי,2.0,2022-Q4,3677,772.0075079243886
עבירות סדר ציבורי,2.0,2023-Q1,3668,770.1179056477175
עבירות סדר ציבורי,3.0,2018-Q1,766,62.28110563537787
עבירות סדר ציבורי,3.0,2018-Q2,699,56.83354156544273
עבירות סדר ציבורי,3.0,2018-Q3,706,57.40269005036132
עבירות סדר ציבורי,3.0,2018-Q4,669,54.39433377293445
עבירות סדר ציבורי,3.0,2019-Q1,725,58.94752165228323
עבירות סדר ציבורי,3.0,2019-Q2,740,60.16712554853736
עבירות סדר ציבורי,3.0,2019-Q3,753,61.22411559195761
עבירות סדר ציבורי,3.0,2019-Q4,731,59.435363210784885
עבירות סדר ציבורי,3.0,2020-Q1,720,58.540987020198514
עבירות סדר ציבורי,3.0,2020-Q2,800,65.04554113355391
עבירות סדר ציבורי,3.0,2020-Q3,841,68.37912511664855
עבירות סדר ציבורי,3.0,2020-Q4,882,71.71270909974318
עבירות סדר ציבורי,3.0,2021-Q1,835,67.8912835581469
עבירות סדר ציבורי,3.0,2021-Q2,831,67.56605585247912
עבירות סדר ציבורי,3.0,2021-Q3,698,56.75223463902579
עבירות סדר ציבורי,3.0,2021-Q4,689,56.0204723012733
עבירות סדר ציבורי,3.0,2022-Q1,714,58.053145461696865
עבירות סדר ציבורי,3.0,2022-Q2,755,61.3867294447915
עבירות סדר ציבורי,3.0,2022-Q3,740,60.16712554853736
עבירות סדר ציבורי,3.0,2022-Q4,780,63.41940260521506
עבירות סדר ציבורי,3.0,2023-Q1,732,59.51667013720183
עבירות סדר ציבורי,4.0,2018-Q1,1100,41.5905077007319
עבירות סדר ציבורי,4.0,2018-Q2,987,37.31802827329307
עבירות סדר ציבורי,4.0,2018-Q3,957,36.183741699636755
עבירות סדר ציבורי,4.0,2018-Q4,967,36.56183722418886
עבירות סדר ציבורי,4.0,2019-Q1,1015,38.376695742038976
עבירות סדר ציבורי,4.0,2019-Q2,1165,44.0481286103206
עבירות סדר ציבורי,4.0,2019-Q3,1025,38.754791266591084
עבירות סדר ציבורי,4.0,2019-Q4,1034,39.095077238687985
עבירות סדר ציבורי,4.0,2020-Q1,903,34.14202586705537
עבירות סדר ציבורי,4.0,2020-Q2,1170,44.23717637259666
עבירות סדר ציבורי,4.0,2020-Q3,1035,39.13288679114319
עבירות סדר ציבורי,4.0,2020-Q4,1088,41.136793071269366
עבירות סדר ציבורי,4.0,2021-Q1,1067,40.34279246970994
עבירות סדר ציבורי,4.0,2021-Q2,1488,56.2606140533537
עבירות סדר ציבורי,4.0,2021-Q3,1175,44.42622413487271
עבירות סדר ציבורי,4.0,2021-Q4,1123,42.460127407201746
עבירות סדר ציבורי,4.0,2022-Q1,1271,48.05594117057295
עבירות סדר ציבורי,4.0,2022-Q2,1266,47.866893408296896
עבירות סדר ציבורי,4.0,2022-Q3,1289,48.736513114766744
עבירות סדר ציבורי,4.0,2022-Q4,1159,43.821271295589334
עבירות סדר ציבורי,4.0,2023-Q1,1193,45.106796079066505
עבירות סדר ציבורי,5.0,2018-Q1,5262,876.9323631259496
עבירות סדר ציבורי,5.0,2018-Q2,5153,858.7670975271794
עבירות סדר ציבורי,5.0,2018-Q3,5161,860.1003280298414
עבירות סדר ציבורי,5.0,2018-Q4,5044,840.6018319284093
עבירות סדר ציבורי,5.0,2019-Q1,5288,881.2653622596011
עבירות סדר ציבורי,5.0,2019-Q2,5487,914.4294710133191
עבירות סדר ציבורי,5.0,2019-Q3,5792,965.2588839273091
עבירות סדר ציבורי,5.0,2019-Q4,5140,856.6005979603536
עבירות סדר ציבורי,5.0,2020-Q1,5171,861.766866158169
עבירות סדר ציבורי,5.0,2020-Q2,6132,1021.9211802904452
עבירות סדר ציבורי,5.0,2020-Q3,5860,976.5913431999363
עבירות סדר ציבורי,5.0,2020-Q4,6013,1002.0893765633475
עבירות סדר ציבורי,5.0,2021-Q1,6515,1085.7495906053898
עבירות סדר ציבורי,5.0,2021-Q2,6338,1056.2518657339924
עבירות סדר ציבורי,5.0,2021-Q3,6137,1022.754449354609
עבירות סדר ציבורי,5.0,2021-Q4,6280,1046.5859445896929
עבירות סדר ציבורי,5.0,2022-Q1,5622,936.9277357457408
עבירות סדר ציבורי,5.0,2022-Q2,5787,964.4256148631453
עבירות סדר ציבורי,5.0,2022-Q3,5665,944.0938496975493
עבירות סדר ציבורי,5.0,2022-Q4,5988,997.9230312425287
עבירות סדר ציבורי,5.0,2023-Q1,6008,1001.2561074991838
עבירות סדר ציבורי,6.0,2018-Q1,2325,170.17807701503128
עבירות סדר ציבורי,6.0,2018-Q2,2008,146.97530264351948
עבירות סדר ציבורי,6.0,2018-Q3,2001,146.46293854067852
עבירות סדר ציבורי,6.0,2018-Q4,1883,137.82594366421674
עבירות סדר ציבורי,6.0,2019-Q1,1891,138.4115026388921
עבירות סדר ציבורי,6.0,2019-Q2,2232,163.37095393443002
עבירות סדר ציבורי,6.0,2019-Q3,2163,158.3205077778549
עבירות סדר ציבורי,6.0,2019-Q4,1919,140.46095905025592
עבירות סדר ציבורי,6.0,2020-Q1,2095,153.3432564931142
עבירות סדר ציבורי,6.0,2020-Q2,2182,159.7112103427089
עבירות סדר ציבורי,6.0,2020-Q3,2363,172.95948214473933
עבירות סדר ציבורי,6.0,2020-Q4,2126,155.6122975199813
עבירות סדר ציבורי,6.0,2021-Q1,1944,142.29083084611648
עבירות סדר ציבורי,6.0,2021-Q2,2099,153.63603598045188
עבירות סדר ציבורי,6.0,2021-Q3,2145,157.0030000848353
עבירות סדר ציבורי,6.0,2021-Q4,2017,147.63405649002928
עבירות סדר ציבורי,6.0,2022-Q1,1902,139.21664622907073
עבירות סדר ציבורי,6.0,2022-Q2,1933,141.48568725593782
עבירות סדר ציבורי,6.0,2022-Q3,1959,143.3887539236328
עבירות סדר ציבורי,6.0,2022-Q4,1943,142.21763597428205
עבירות סדר ציבורי,6.0,2023-Q1,1897,138.85067186989863
עבירות סדר ציבורי,7.0,2018-Q1,4635,902.5160223039726
עבירות סדר ציבורי,7.0,2018-Q2,4786,931.9183781546521
עבירות סדר ציבורי,7.0,2018-Q3,4617,899.0111057125008
עבירות סדר ציבורי,7.0,2018-Q4,4378,852.4736020812927
עבירות סדר ציבורי,7.0,2019-Q1,4009,780.6228119561222
עבירות סדר ציבורי,7.0,2019-Q2,4061,790.7481265537072
עבירות סדר ציבורי,7.0,2019-Q3,4355,847.9950975477456
עבירות סדר ציבורי,7.0,2019-Q4,3790,737.979660093216
עבירות סדר ציבורי,7.0,2020-Q1,3830,745.7683636298199
עבירות סדר ציבורי,7.0,2020-Q2,4573,890.4435318222365
עבירות סדר ציבורי,7.0,2020-Q3,4594,894.5326011789537
עבירות סדר ציבורי,7.0,2020-Q4,4631,901.7371519503122
עבירות סדר ציבורי,7.0,2021-Q1,4348,846.6320744288398
עבירות סדר ציבורי,7.0,2021-Q2,4694,914.0043600204633
עבירות סדר ציבורי,7.0,2021-Q3,4409,858.5098473221608
עבירות סדר ציבורי,7.0,2021-Q4,4480,872.3347960996326
עבירות סדר ציבורי,7.0,2022-Q1,4173,812.5564964561979
עבירות סדר ציבורי,7.0,2022-Q2,4449,866.2985508587647
עבירות סדר ציבורי,7.0,2022-Q3,4377,852.2788844928776
עבירות סדר ציבורי,7.0,2022-Q4,4348,846.6320744288398
עבירות סדר ציבורי,7.0,2023-Q1,4480,872.3347960996326
עבירות סדר ציבורי,8.0,2018-Q1,3934,568.8027039325019
עבירות סדר ציבורי,8.0,2018-Q2,3932,568.5135312309602
עבירות סדר ציבורי,8.0,2018-Q3,4054,586.1530660250032
עבירות סדר ציבורי,8.0,2018-Q4,3751,542.3434017414374
עבירות סדר ציבורי,8.0,2019-Q1,3818,552.030687243084
עבירות סדר ציבורי,8.0,2019-Q2,3823,552.7536189969383
עבירות סדר ציבורי,8.0,2019-Q3,4220,610.1544002529635
עבירות סדר ציבורי,8.0,2019-Q4,3793,548.4160284738128
עבירות סדר ציבורי,8.0,2020-Q1,3514,508.07643660874726
עבירות סדר ציבורי,8.0,2020-Q2,4070,588.4664476373367
עבירות סדר ציבורי,8.0,2020-Q3,4299,621.5767219638601
עבירות סדר ציבורי,8.0,2020-Q4,4092,591.6473473542953
עבירות סדר ציבורי,8.0,2021-Q1,3765,544.3676106522292
עבירות סדר ציבורי,8.0,2021-Q2,4157,601.0454601544003
עבירות סדר ציבורי,8.0,2021-Q3,3852,556.9466231692927
עבירות סדר ציבורי,8.0,2021-Q4,3716,537.2828794644579
עבירות סדר ציבורי,8.0,2022-Q1,3720,537.8612248675412
עבירות סדר ציבורי,8.0,2022-Q2,3510,507.4980912056639
עבירות סדר ציבורי,8.0,2022-Q3,3319,479.88209820843264
עבירות סדר ציבורי,8.0,2022-Q4,3404,492.1719380239544
עבירות סדר ציבורי,8.0,2023-Q1,3359,485.6655522392664
עבירות סדר ציבורי,9.0,2018-Q1,632,28.8518595641522
עבירות סדר ציבורי,9.0,2018-Q2,690,31.499656802634522
עבירות סדר ציבורי,9.0,2018-Q3,740,33.78224062891239
עבירות סדר ציבורי,9.0,2018-Q4,683,31.180095066955623
עבירות סדר ציבורי,9.0,2019-Q1,698,31.86487021483898
עבירות סדר ציבורי,9.0,2019-Q2,592,27.02579250312991
עבירות סדר ציבורי,9.0,2019-Q3,635,28.988814593728872
עבירות סדר ציבורי,9.0,2019-Q4,533,24.33234358812203
עבירות סדר ציבורי,9.0,2020-Q1,542,24.743208676852046
עבירות סדר ציבורי,9.0,2020-Q2,619,28.258387769319956
עבירות סדר ציבורי,9.0,2020-Q3,691,31.54530847916008
עבירות סדר ציבורי,9.0,2020-Q4,570,26.02145561956765
עבירות סדר ציבורי,9.0,2021-Q1,600,27.391005915334368
עבירות סדר ציבורי,9.0,2021-Q2,585,26.706230767451007
עבירות סדר ציבורי,9.0,2021-Q3,528,24.104085205494243
עבירות סדר ציבורי,9.0,2021-Q4,524,23.921478499392016
עבירות סדר ציבורי,9.0,2022-Q1,517,23.601916763713113
עבירות סדר ציבורי,9.0,2022-Q2,469,21.410636290486366
עבירות סדר ציבורי,9.0,2022-Q3,572,26.112758972618764
עבירות סדר ציבורי,9.0,2022-Q4,606,27.664915974487712
עבירות סדר ציבורי,9.0,2023-Q1,621,28.34969112237107
עבירות סדר ציבורי,10.0,2018-Q1,44,0.14207085547406226
עבירות סדר ציבורי,10.0,2018-Q2,47,0.15175750471093014
עבירות סדר ציבורי,10.0,2018-Q3,49,0.15821527086884205
עבירות סדר ציבורי,10.0,2018-Q4,49,0.15821527086884205
עבירות סדר ציבורי,10.0,2019-Q1,63,0.2034196339742255
עבירות סדר ציבורי,10.0,2019-Q2,35,0.11301090776345861
עבירות סדר ציבורי,10.0,2019-Q3,41,0.13238420623719438
עבירות סדר ציבורי,10.0,2019-Q4,48,0.1549863877898861
עבירות סדר ציבורי,10.0,2020-Q1,46,0.14852862163197417
עבירות סדר ציבורי,10.0,2020-Q2,48,0.1549863877898861
עבירות סדר ציבורי,10.0,2020-Q3,55,0.17758856934257783
עבירות סדר ציבורי,10.0,2020-Q4,50,0.161444153947798
עבירות סדר ציבורי,10.0,2021-Q1,62,0.20019075089526955
עבירות סדר ציבורי,10.0,2021-Q2,36,0.11623979084241458
עבירות סדר ציבורי,10.0,2021-Q3,36,0.11623979084241458
עבירות סדר ציבורי,10.0,2021-Q4,52,0.16790192010570995
עבירות סדר ציבורי,10.0,2022-Q1,44,0.14207085547406226
עבירות סדר ציבורי,10.0,2022-Q2,33,0.10655314160554669
עבירות סדר ציבורי,10.0,2022-Q3,27,0.08717984313181093
עבירות סדר ציבורי,10.0,2022-Q4,27,0.08717984313181093
עבירות סדר ציבורי,10.0,2023-Q1,61,0.19696186781631358
עבירות רשוי,1.0,2018-Q1,14,0.600523408116939
עבירות רשוי,1.0,2018-Q2,2,0.08578905830241987
עבירות רשוי,1.0,2018-Q3,11,0.47183982066330926
עבירות רשוי,1.0,2018-Q4,8,0.3431562332096795
עבירות רשוי,1.0,2019-Q1,4,0.17157811660483974
עבירות רשוי,1.0,2019-Q2,4,0.17157811660483974
עבירות רשוי,1.0,2019-Q3,13,0.5576288789657291
עבירות רשוי,1.0,2019-Q4,2,0.08578905830241987
עבירות רשוי,1.0,2020-Q1,21,0.9007851121754086
עבירות רשוי,1.0,2020-Q2,5,0.21447264575604968
עבירות רשוי,1.0,2020-Q3,2,0.08578905830241987
עבירות רשוי,1.0,2020-Q4,11,0.47183982066330926
עבירות רשוי,1.0,2021-Q1,17,0.7292069955705689
עבירות רשוי,1.0,2021-Q2,7,0.3002617040584695
עבירות רשוי,1.0,2021-Q3,7,0.3002617040584695
עבירות רשוי,1.0,2021-Q4,10,0.42894529151209937
עבירות רשוי,1.0,2022-Q1,7,0.3002617040584695
עבירות רשוי,1.0,2022-Q2,23,0.9865741704778285
עבירות רשוי,1.0,2022-Q3,14,0.600523408116939
עבירות רשוי,1.0,2022-Q4,19,0.8149960538729888
עבירות רשוי,1.0,2023-Q1,18,0.7721015247217788
